iter	MultiClass
281	0.1061565252
282	0.1056317585
283	0.1053343725
284	0.1050026379
285	0.1043894306
286	0.104092481
287	0.1036083559
288	0.1029159009
289	0.1019621215
290	0.1013515283
291	0.1010942428
292	0.1008716588
293	0.100376313
294	0.1001231485
295	0.09947029731
296	0.09918737648
297	0.09862214241
298	0.09808169432
299	0.097862604
300	0.09734465717
301	0.09698316936
302	0.096599969
303	0.09643934164
304	0.09612865844
305	0.09585379043
306	0.09511528522
307	0.09484449413
308	0.09442659751
309	0.09418492564
310	0.09404633976
311	0.09357096018
312	0.09333132414
313	0.09306772879
314	0.09244389897
315	0.09215980821
316	0.09191620969
317	0.09151198817
318	0.0909971612
319	0.0906053945
320	0.09010840762
321	0.08992338898
322	0.08968020886
323	0.08945615997
324	0.0889964968
325	0.08883697868
326	0.08830286827
327	0.08810880122
328	0.0875809419
329	0.08733877403
330	0.08710220979
331	0.08658229317
332	0.08644345987
333	0.08603129056
334	0.08570069999
335	0.0853526651
336	0.08500470387
337	0.08463025654
338	0.08439948306
339	0.08407657311
340	0.08380566014
341	0.083571723
342	0.08338982056
343	0.08330122938
344	0.08312047926
345	0.08295276468
346	0.08259595227
347	0.08234993491
348	0.08201396573
349	0.08171161603
350	0.08158024528
351	0.08138995561
352	0.08114792806
353	0.08087813684
354	0.08071232632
355	0.08057422468
356	0.08045390596
357	0.0803584327
358	0.08007939986
359	0.07998995681
360	0.079822423
361	0.07958426299
362	0.07918719499
363	0.07893884623
364	0.0787371817
365	0.07842991682
366	0.07828557124
367	0.07811276024
368	0.07783136255
369	0.0776762287
370	0.0774670247
371	0.07734559782
372	0.07706490326
373	0.07691525278
374	0.07674808125
375	0.07648094366
376	0.07619420115
377	0.07587757095
378	0.07573477104
379	0.07556418769
380	0.07520371184
381	0.07490304602
382	0.07466826572
383	0.07439372794
384	0.07423141268
385	0.07398847123
386	0.07388838832
387	0.07357065666
388	0.07342795746
389	0.07315431208
390	0.07275422232
391	0.07243056568
392	0.07236557653
393	0.07228194508
394	0.07210550855
395	0.07185488133
396	0.07152886273
397	0.07131189291
398	0.0711514523
399	0.07097696374
400	0.07068302811
401	0.07043510019
402	0.07010580922
403	0.07001891724
404	0.06989593253
405	0.06973225682
406	0.06963657083
407	0.06956392896
408	0.06939657207
409	0.06916909826
410	0.06887128444
411	0.06880374429
412	0.06848265372
413	0.06836630659
414	0.06830869341
415	0.06816849708
416	0.06800833765
417	0.06775929481
418	0.06757939868
419	0.0674497789
420	0.06730939499
421	0.06721889765
422	0.06698034326
423	0.06668263655
424	0.06662038856
425	0.06650086109
426	0.06630745343
427	0.06602898088
428	0.06586865013
429	0.06567731937
430	0.06534128491
431	0.06514164227
432	0.06495831031
433	0.0646708824
434	0.06454576373
435	0.06433390822
436	0.06411478249
437	0.06407510586
438	0.06396158735
439	0.06365945878
440	0.06345902316
441	0.06340272116
442	0.06326359628
443	0.06312301603
444	0.06300764376
445	0.06281712582
446	0.06256121206
447	0.06249102002
448	0.06224579938
449	0.06207010276
450	0.06197653414
451	0.06193534582
452	0.06187471424
453	0.06177503991
454	0.06169692988
455	0.06149585871
456	0.06135461896
457	0.06117444544
458	0.06114115899
459	0.06099642367
460	0.06089066118
461	0.06066945071
462	0.06052797506
463	0.06031270898
464	0.0601226237
465	0.05998340299
466	0.05989432628
467	0.05979376721
468	0.05964745701
469	0.05937307092
470	0.05911239343
471	0.05896595255
472	0.05890580012
473	0.05880363112
474	0.05858053417
475	0.05851552546
476	0.05839761051
477	0.05824135961
478	0.05815335044
479	0.0579906346
480	0.05780959533
481	0.05770673527
482	0.05748762146
483	0.05734385136
484	0.05711245414
485	0.05693040985
486	0.05678225371
487	0.05657455841
488	0.05642887914
489	0.05615147679
490	0.05602135824
491	0.05587364641
492	0.05570758934
493	0.05559899221
494	0.05554043417
495	0.05530624574
496	0.05527300285
497	0.055084689
498	0.05486914276
499	0.05460633468
500	0.05444021704
501	0.05440482599
502	0.05426912446
503	0.05419993023
504	0.05416336558
505	0.05406099075
506	0.05395285638
507	0.05377054782
508	0.05359562066
509	0.05339700658
510	0.05332046896
511	0.05316357101
512	0.05307740756
513	0.05296102564
514	0.05290600031
515	0.05285059254
516	0.0526747691
517	0.0525277275
518	0.05246616333
519	0.05224931146
520	0.05208404109
521	0.0519603181
522	0.05191958496
523	0.05176909733
524	0.05164177874
525	0.05145185987
526	0.0513063574
527	0.0512117095
528	0.05103822014
529	0.05095370896
530	0.0508716492
531	0.05082167038
532	0.05067676591
533	0.05061726393
534	0.05044890073
535	0.05025744417
536	0.05011139806
537	0.05007321366
538	0.0499742731
539	0.04980805741
540	0.04970497952
541	0.04959942199
542	0.04948328659
543	0.04941324463
544	0.04928766616
545	0.04913974942
546	0.0489724181
547	0.04882440255
548	0.04872072375
549	0.04858040625
550	0.0484875188
551	0.0484361556
552	0.0482997417
553	0.04820130382
554	0.04807238631
555	0.04797646955
556	0.0478192567
557	0.04771231979
558	0.04758970275
559	0.04752798062
560	0.04743536606
561	0.04736178703
562	0.04727929042
563	0.04714879872
564	0.04696143529
565	0.04681258768
566	0.04672882409
567	0.0466631888
568	0.04647841962
569	0.0463381031
570	0.04616061275
571	0.04609422723
572	0.04590277403
573	0.04579843408
574	0.04573713417
575	0.0456164571
576	0.04551120621
577	0.04546043805
578	0.04539951098
579	0.04525617117
580	0.0451478689
581	0.04510668689
582	0.04498178672
583	0.04487331952
584	0.044749853
585	0.04467748099
586	0.04456717974
587	0.04444243475
588	0.0443660533
589	0.04429222721
590	0.04424666266
591	0.04411316798
592	0.0440499324
593	0.04389687628
594	0.04375801183
595	0.04364066744
596	0.04360170308
597	0.04350892157
598	0.043457205
599	0.0434008253
600	0.04328211467
601	0.04318989897
602	0.04306307539
603	0.04293548864
604	0.04280015166
605	0.04274857942
606	0.04264471637
607	0.04250083608
608	0.04241624693
609	0.04230285563
610	0.04225161045
611	0.04218925527
612	0.0421039261
613	0.04195462846
614	0.04193150967
615	0.04179308882
616	0.04164899277
617	0.04152224903
618	0.04148722376
619	0.04136458413
620	0.04126249158
621	0.04115868651
622	0.04104525406
623	0.04094061695
624	0.04085739325
625	0.04077898432
626	0.04063313155
627	0.04053090565
628	0.0404684679
629	0.04042994586
630	0.04034624672
631	0.04026010575
632	0.04010923074
633	0.04007837631
634	0.03996898152
635	0.03994473809
636	0.03986833173
637	0.03976180142
638	0.03968125584
639	0.03958301828
640	0.03948958579
641	0.03945528782
642	0.03937983936
643	0.03929497555
644	0.03920416909
645	0.03917419714
646	0.0390809739
647	0.03899400536
648	0.03894402119
649	0.03888186678
650	0.03883181918
651	0.03866739153
652	0.03865604637
653	0.0385853197
654	0.03853651293
655	0.03845507362
656	0.03838693522
657	0.03835526641
658	0.03829630741
659	0.03824913785
660	0.03819636359
661	0.03808823975
662	0.03796424475
663	0.03784572255
664	0.03776665434
665	0.0376889067
666	0.0375644454
667	0.03748716028
668	0.03742834906
669	0.03736986914
670	0.03726417862
671	0.03714925761
672	0.03709172666
673	0.03703707501
674	0.03695380832
675	0.03691881682
676	0.03685274419
677	0.03677123952
678	0.03666912799
679	0.03662924139
680	0.03654440445
681	0.03646419341
682	0.03642250141
683	0.03632989548
684	0.03629921576
685	0.03623361857
686	0.03611584749
687	0.03606392974
688	0.0359459678
689	0.03587359581
690	0.03577764863
691	0.03568186471
692	0.03558979241
693	0.0355593811
694	0.03548030017
695	0.03537176368
696	0.03525977191
697	0.03519919894
698	0.03515265045
699	0.03504879771
700	0.03498250635
701	0.03493359699
702	0.03487802648
703	0.03477153812
704	0.03475004643
705	0.03468586185
706	0.03463932593
707	0.03458162425
708	0.03448803257
709	0.03447719195
710	0.03442675306
711	0.0343779525
712	0.03432086911
713	0.03430133932
714	0.03418528557
715	0.03410094346
716	0.03405777901
717	0.03399904889
718	0.03395194237
719	0.03389492243
720	0.03382389093
721	0.03375106165
722	0.03373981141
723	0.03367352359
724	0.03364521325
725	0.03362939949
726	0.03359814376
727	0.03354205822
728	0.03348216507
729	0.03341556939
730	0.03333288274
731	0.03328659513
732	0.03323140339
733	0.03315956869
734	0.03313588918
735	0.03310485045
736	0.03304211876
737	0.03299862424
738	0.03296244141
739	0.03288878259
740	0.03280510181
741	0.0327374931
742	0.03266902359
743	0.03259244757
744	0.032479361
745	0.03241542631
746	0.03237565486
747	0.03232201179
748	0.03229544677
749	0.03224756487
750	0.03217389743
751	0.03213363546
752	0.03207234898
753	0.03203916002
754	0.03193986851
755	0.03192188911
756	0.03185008474
757	0.0318077882
758	0.0317465866
759	0.03171640007
760	0.03166193796
761	0.03158034441
762	0.03151454503
763	0.03144123538
764	0.03140215065
765	0.03134910374
766	0.03131559365
767	0.03123214836
768	0.03121005765
769	0.03113085308
770	0.03109987477
771	0.03103985152
772	0.03094510693
773	0.03090203726
774	0.03085589287
775	0.0307842082
776	0.03073951712
777	0.03069611653
778	0.03066899321
779	0.03063915051
780	0.03058390221
781	0.03052745437
782	0.03046795187
783	0.03043617487
784	0.03039028037
785	0.03038092973
786	0.0303241717
787	0.03029238451
788	0.03025606555
789	0.03018896995
790	0.03016650828
791	0.03011504229
792	0.03004681834
793	0.03000492407
794	0.02996193252
795	0.02992607974
796	0.02987236594
797	0.02979271754
798	0.02972889044
799	0.02968116079
800	0.02964232647
801	0.0296009303
802	0.02955549568
803	0.02953826372
804	0.02949602925
805	0.02945325464
806	0.0293481299
807	0.02927652057
808	0.02924105041
809	0.02921661677
810	0.02916856858
811	0.02915416543
812	0.02911747294
813	0.02906426512
814	0.02902087717
815	0.02894357486
816	0.02890222004
817	0.0288730635
818	0.02881461155
819	0.028750602
820	0.0286975646
821	0.02865577469
822	0.02859967979
823	0.02857494258
824	0.02853842089
825	0.02850930439
826	0.02846952312
827	0.0284462001
828	0.02837543812
829	0.02830258566
830	0.02825933059
831	0.02819428456
832	0.0281797476
833	0.02811891479
834	0.02811264183
835	0.02806866545
836	0.02805738565
837	0.02801685095
838	0.02796083662
839	0.02795295455
840	0.02792948361
841	0.02791875287
842	0.02788413995
843	0.02782339523
844	0.02779524276
845	0.02776388226
846	0.02770541612
847	0.02763178997
848	0.02757016034
849	0.0275256187
850	0.02750721652
851	0.02746053515
852	0.02740361608
853	0.02732583777
854	0.02728500638
855	0.02721749657
856	0.02720207955
857	0.02716210841
858	0.02710009729
859	0.02706462665
860	0.02702071376
861	0.02701318173
862	0.0269750363
863	0.02693139152
864	0.02690917428
865	0.02687898685
866	0.02685569813
867	0.02684181827
868	0.02677661997
869	0.02674651828
870	0.02668517437
871	0.02665519402
872	0.02661967462
873	0.0266075449
874	0.02653043742
875	0.0265010365
876	0.02647956057
877	0.02642929783
878	0.0263762705
879	0.02632810447
880	0.02628442914
881	0.0262444317
882	0.02622234233
883	0.02619456685
884	0.02617215094
885	0.02613451601
886	0.02609947544
887	0.02605641636
888	0.02603059588
889	0.02597398992
890	0.0259447773
891	0.02590869697
892	0.02587591688
893	0.02585453447
894	0.02581165324
895	0.02578073644
896	0.02573602225
897	0.02566364684
898	0.02562738149
899	0.02559304021
900	0.02554865849
901	0.02551101665
902	0.02548884799
903	0.02544140308
904	0.02542221715
905	0.0253943989
906	0.02531756151
907	0.02527840282
908	0.02524458244
909	0.02519393563
910	0.0251607692
911	0.02510298554
912	0.02503792062
913	0.02500095263
914	0.02495890519
915	0.02494651446
916	0.024915678
917	0.02487565335
918	0.02484183692
919	0.02475093202
920	0.0247111421
921	0.0246778786
922	0.02464466144
923	0.02460986483
924	0.02459440092
925	0.0245604403
926	0.02450952825
927	0.02446694471
928	0.02445313944
929	0.0244034437
930	0.02437462105
931	0.0243616111
932	0.0243279945
933	0.02427860508
934	0.02426750195
935	0.02423923165
936	0.02419380889
937	0.02418191684
938	0.02413904686
939	0.02410534219
940	0.02406825851
941	0.02401860273
942	0.02400384334
943	0.02395403926
944	0.02393398105
945	0.02389768379
946	0.0238709127
947	0.02385625937
948	0.02384940231
949	0.02380442712
950	0.02373391843
951	0.02369428018
952	0.02366556294
953	0.02363932013
954	0.02360404529
955	0.02355726673
956	0.02353913607
957	0.02351258369
958	0.02347700499
959	0.02343219692
960	0.02339571766
961	0.02334895539
962	0.02331793873
963	0.02329585863
964	0.0232363089
965	0.02319529729
966	0.02318360692
967	0.02314151461
968	0.0231125546
969	0.02306329483
970	0.02303771725
971	0.0230096001
972	0.02297224193
973	0.02293175731
974	0.0229208986
975	0.02288879002
976	0.02285569199
977	0.02282361445
978	0.0228023389
979	0.02278451772
980	0.0227328013
981	0.02270842869
982	0.02267134531
983	0.02265185682
984	0.02262805792
985	0.02262492237
986	0.02253487287
987	0.02251424974
988	0.02249545774
989	0.02245871349
990	0.02244628763
991	0.02242893825
992	0.0223793774
993	0.02235141083
994	0.02231045294
995	0.02227829621
996	0.02223562147
997	0.02221119616
998	0.02218627151
999	0.02216708048
